data_type,framework,version,algorithm,repetition,category
DOUBLE,noarr,standard,covariance,3,speedup_over
DOUBLE,noarr,standard,covariance,4,speedup_over
DOUBLE,noarr,standard,covariance,5,speedup_over
DOUBLE,noarr,standard,deriche,1,speedup_over
DOUBLE,noarr,standard,deriche,2,speedup_over
DOUBLE,noarr,standard,deriche,3,speedup_over
DOUBLE,noarr,standard,deriche,4,speedup_over
DOUBLE,noarr,standard,deriche,5,slowdown
DOUBLE,noarr,standard,doitgen,1,speedup_over
DOUBLE,noarr,standard,doitgen,2,speedup_over
DOUBLE,noarr,standard,doitgen,3,speedup_over
DOUBLE,noarr,standard,doitgen,4,invalid_code
DOUBLE,noarr,standard,doitgen,5,speedup_over
DOUBLE,noarr,standard,durbin,1,slowdown
DOUBLE,noarr,standard,durbin,2,slowdown
DOUBLE,noarr,standard,durbin,3,slowdown
DOUBLE,noarr,standard,durbin,4,invalid_code
DOUBLE,noarr,standard,durbin,5,slowdown
DOUBLE,noarr,standard,fdtd-2d,1,slowdown
DOUBLE,noarr,standard,fdtd-2d,2,speedup_under
DOUBLE,noarr,standard,fdtd-2d,3,slowdown
DOUBLE,noarr,standard,fdtd-2d,4,speedup_under
DOUBLE,noarr,standard,fdtd-2d,5,speedup_under
DOUBLE,noarr,standard,gemver,1,speedup_over
DOUBLE,noarr,standard,gemver,2,speedup_over
DOUBLE,noarr,standard,gemver,3,speedup_over
DOUBLE,noarr,standard,gemver,4,invalid_code
DOUBLE,noarr,standard,gemver,5,speedup_over
DOUBLE,noarr,standard,gesummv,1,speedup_over
DOUBLE,noarr,standard,gesummv,2,speedup_over
DOUBLE,noarr,standard,gesummv,3,speedup_over
DOUBLE,noarr,standard,gesummv,4,speedup_over
DOUBLE,noarr,standard,gesummv,5,speedup_over
DOUBLE,noarr,standard,jacobi-1d,1,speedup_over
DOUBLE,noarr,standard,jacobi-1d,2,speedup_under
DOUBLE,noarr,standard,jacobi-1d,3,speedup_under
DOUBLE,noarr,standard,jacobi-1d,4,speedup_under
DOUBLE,noarr,standard,jacobi-1d,5,speedup_under
DOUBLE,noarr,standard,jacobi-2d,1,speedup_under
DOUBLE,noarr,standard,jacobi-2d,2,speedup_under
DOUBLE,noarr,standard,jacobi-2d,3,speedup_over
DOUBLE,noarr,standard,jacobi-2d,4,speedup_under
DOUBLE,noarr,standard,jacobi-2d,5,speedup_over
DOUBLE,noarr,standard,lu,1,invalid_code
DOUBLE,noarr,standard,lu,2,speedup_under
DOUBLE,noarr,standard,lu,3,invalid_code
DOUBLE,noarr,standard,lu,4,invalid_code
DOUBLE,noarr,standard,lu,5,speedup_over
DOUBLE,noarr,standard,ludcmp,1,speedup_under
DOUBLE,noarr,standard,ludcmp,2,invalid_code
DOUBLE,noarr,standard,ludcmp,3,invalid_code
DOUBLE,noarr,standard,ludcmp,4,invalid_code
DOUBLE,noarr,standard,ludcmp,5,invalid_code
DOUBLE,noarr,standard,mvt,1,speedup_over
DOUBLE,noarr,standard,mvt,2,speedup_over
DOUBLE,noarr,standard,mvt,3,speedup_over
DOUBLE,noarr,standard,mvt,4,speedup_over
DOUBLE,noarr,standard,mvt,5,speedup_over
DOUBLE,noarr,standard,seidel-2d,1,speedup_under
DOUBLE,noarr,standard,seidel-2d,2,speedup_under
DOUBLE,noarr,standard,seidel-2d,3,speedup_under
DOUBLE,noarr,standard,seidel-2d,4,speedup_under
DOUBLE,noarr,standard,seidel-2d,5,speedup_under
DOUBLE,noarr,standard,symm,1,speedup_over
DOUBLE,noarr,standard,symm,2,speedup_over
DOUBLE,noarr,standard,symm,3,speedup_over
DOUBLE,noarr,standard,symm,4,speedup_over
DOUBLE,noarr,standard,symm,5,speedup_over
DOUBLE,noarr,standard,syr2k,1,slowdown
DOUBLE,noarr,standard,syr2k,2,speedup_under
DOUBLE,noarr,standard,syr2k,3,speedup_under
DOUBLE,noarr,standard,syr2k,4,invalid_code
DOUBLE,noarr,standard,syr2k,5,speedup_under
DOUBLE,noarr,standard,syrk,1,speedup_under
DOUBLE,noarr,standard,syrk,2,speedup_under
DOUBLE,noarr,standard,syrk,3,invalid_code
DOUBLE,noarr,standard,syrk,4,speedup_under
DOUBLE,noarr,standard,syrk,5,speedup_under
DOUBLE,noarr,standard,trisolv,1,invalid_code
DOUBLE,noarr,standard,trisolv,2,speedup_over
DOUBLE,noarr,standard,trisolv,3,invalid_code
DOUBLE,noarr,standard,trisolv,4,speedup_over
DOUBLE,noarr,standard,trisolv,5,speedup_over
DOUBLE,noarr,standard,trmm,1,speedup_over
DOUBLE,noarr,standard,trmm,2,speedup_over
DOUBLE,noarr,standard,trmm,3,speedup_over
DOUBLE,noarr,standard,trmm,4,slowdown
DOUBLE,noarr,standard,trmm,5,speedup_over
